MapDate,AreaOfInterest,OT,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,date,start_date,end_date
20041026,Total,61.81,38.19,24.88,16.08,6.96,0.78,2004-10-26,2004-11-01,1,2004-10-26,2004-10-26,2004-11-01
20041019,Total,61.81,38.19,25.76,17.28,8.03,0.81,2004-10-19,2004-10-25,1,2004-10-19,2004-10-19,2004-10-25
20041012,Total,59.84,40.16,26.47,17.77,8.06,0.83,2004-10-12,2004-10-18,1,2004-10-12,2004-10-12,2004-10-18
20041005,Total,56.61,43.39,27.01,18.03,7.86,0.78,2004-10-05,2004-10-11,1,2004-10-05,2004-10-05,2004-10-11
20040928,Total,60.74,39.26,25.49,18.23,8.1,0.78,2004-09-28,2004-10-04,1,2004-09-28,2004-09-28,2004-10-04
20040921,Total,58.68,41.32,25.58,18.37,8.11,0.78,2004-09-21,2004-09-27,1,2004-09-21,2004-09-21,2004-09-27
20040914,Total,59.33,40.67,25.86,18.53,8.58,0.81,2004-09-14,2004-09-20,1,2004-09-14,2004-09-14,2004-09-20
20040907,Total,60.4,39.6,27.23,18.76,8.94,0.99,2004-09-07,2004-09-13,1,2004-09-07,2004-09-07,2004-09-13
20040831,Total,59.13,40.87,29.74,19.0,9.64,1.01,2004-08-31,2004-09-06,1,2004-08-31,2004-08-31,2004-09-06
20040824,Total,58.14,41.86,30.1,19.26,9.72,1.03,2004-08-24,2004-08-30,1,2004-08-24,2004-08-24,2004-08-30
20040817,Total,56.49,43.51,30.78,19.75,10.02,1.05,2004-08-17,2004-08-23,1,2004-08-17,2004-08-17,2004-08-23
20040810,Total,53.99,46.01,29.05,19.9,9.48,1.05,2004-08-10,2004-08-16,1,2004-08-10,2004-08-10,2004-08-16
20040803,Total,52.57,47.43,28.38,20.09,9.14,1.15,2004-08-03,2004-08-09,1,2004-08-03,2004-08-03,2004-08-09
20040727,Total,53.71,46.29,28.06,19.79,8.96,1.15,2004-07-27,2004-08-02,1,2004-07-27,2004-07-27,2004-08-02
20040720,Total,54.74,45.26,28.73,20.19,8.87,1.19,2004-07-20,2004-07-26,1,2004-07-20,2004-07-20,2004-07-26
20040713,Total,56.64,43.36,27.96,20.21,8.87,1.0,2004-07-13,2004-07-19,1,2004-07-13,2004-07-13,2004-07-19
20040706,Total,57.32,42.68,28.19,19.59,8.83,1.0,2004-07-06,2004-07-12,1,2004-07-06,2004-07-06,2004-07-12
20040629,Total,57.91,42.09,28.2,19.67,9.23,1.02,2004-06-29,2004-07-05,1,2004-06-29,2004-06-29,2004-07-05
20040622,Total,59.0,41.0,30.14,20.3,9.34,1.02,2004-06-22,2004-06-28,1,2004-06-22,2004-06-22,2004-06-28
20040615,Total,56.65,43.35,31.4,21.27,10.49,1.07,2004-06-15,2004-06-21,1,2004-06-15,2004-06-15,2004-06-21
20040608,Total,53.84,46.16,32.21,21.58,10.58,0.49,2004-06-08,2004-06-14,1,2004-06-08,2004-06-08,2004-06-14
20040601,Total,50.99,49.01,32.87,21.51,10.7,0.67,2004-06-01,2004-06-07,1,2004-06-01,2004-06-01,2004-06-07
20040525,Total,48.83,51.17,33.36,21.63,10.8,0.67,2004-05-25,2004-05-31,1,2004-05-25,2004-05-25,2004-05-31
20040518,Total,51.76,48.24,31.18,21.26,10.15,0.93,2004-05-18,2004-05-24,1,2004-05-18,2004-05-18,2004-05-24
20040511,Total,50.73,49.27,32.68,22.53,10.32,0.91,2004-05-11,2004-05-17,1,2004-05-11,2004-05-11,2004-05-17
20040504,Total,51.13,48.87,33.16,22.32,10.05,0.9,2004-05-04,2004-05-10,1,2004-05-04,2004-05-04,2004-05-10
20040427,Total,49.85,50.15,32.45,21.66,8.82,0.7,2004-04-27,2004-05-03,1,2004-04-27,2004-04-27,2004-05-03
20040420,Total,47.96,52.04,32.0,21.72,9.1,0.7,2004-04-20,2004-04-26,1,2004-04-20,2004-04-20,2004-04-26
20040413,Total,49.98,50.02,30.43,21.08,8.65,0.68,2004-04-13,2004-04-19,1,2004-04-13,2004-04-13,2004-04-19
20040406,Total,51.09,48.91,30.09,21.15,8.61,0.54,2004-04-06,2004-04-12,1,2004-04-06,2004-04-06,2004-04-12
20040330,Total,51.68,48.32,31.21,22.67,10.93,1.61,2004-03-30,2004-04-05,1,2004-03-30,2004-03-30,2004-04-05
20040323,Total,52.42,47.58,32.06,22.71,10.57,1.61,2004-03-23,2004-03-29,1,2004-03-23,2004-03-23,2004-03-29
20040316,Total,55.59,44.41,31.51,22.62,10.31,1.61,2004-03-16,2004-03-22,1,2004-03-16,2004-03-16,2004-03-22
20040309,Total,55.32,44.68,32.14,22.99,10.41,1.61,2004-03-09,2004-03-15,1,2004-03-09,2004-03-09,2004-03-15
20040302,Total,52.52,47.48,32.74,23.61,10.47,1.74,2004-03-02,2004-03-08,1,2004-03-02,2004-03-02,2004-03-08
20040224,Total,51.75,48.25,34.23,25.69,12.29,2.36,2004-02-24,2004-03-01,1,2004-02-24,2004-02-24,2004-03-01
20040217,Total,50.81,49.19,34.5,25.69,12.06,2.36,2004-02-17,2004-02-23,1,2004-02-17,2004-02-17,2004-02-23
20040210,Total,50.78,49.22,34.36,25.63,12.11,2.36,2004-02-10,2004-02-16,1,2004-02-10,2004-02-10,2004-02-16
20040203,Total,51.97,48.03,34.98,25.76,12.5,2.48,2004-02-03,2004-02-09,1,2004-02-03,2004-02-03,2004-02-09
20040127,Total,51.97,48.03,35.55,25.87,12.99,2.52,2004-01-27,2004-02-02,1,2004-01-27,2004-01-27,2004-02-02
20040120,Total,51.37,48.63,36.62,26.12,13.02,2.41,2004-01-20,2004-01-26,1,2004-01-20,2004-01-20,2004-01-26
20040113,Total,49.65,50.35,37.09,26.52,13.31,2.64,2004-01-13,2004-01-19,1,2004-01-13,2004-01-13,2004-01-19
20040106,Total,48.35,51.65,38.41,27.19,13.57,3.1,2004-01-06,2004-01-12,1,2004-01-06,2004-01-06,2004-01-12
20031230,Total,50.82,49.18,38.33,28.22,13.36,2.84,2003-12-30,2004-01-05,1,2003-12-30,2003-12-30,2004-01-05
20031223,Total,50.53,49.47,39.78,28.32,14.74,3.11,2003-12-23,2003-12-29,1,2003-12-23,2003-12-23,2003-12-29
20031216,Total,50.8,49.2,39.77,28.36,14.67,2.82,2003-12-16,2003-12-22,1,2003-12-16,2003-12-16,2003-12-22
20031209,Total,48.77,51.23,40.07,28.2,14.36,2.76,2003-12-09,2003-12-15,1,2003-12-09,2003-12-09,2003-12-15
20031202,Total,49.29,50.71,39.96,28.11,14.43,2.8,2003-12-02,2003-12-08,1,2003-12-02,2003-12-02,2003-12-08
20031125,Total,48.59,51.41,40.15,28.1,14.74,2.75,2003-11-25,2003-12-01,1,2003-11-25,2003-11-25,2003-12-01
20031118,Total,47.49,52.51,40.55,28.21,14.79,2.65,2003-11-18,2003-11-24,1,2003-11-18,2003-11-18,2003-11-24
20031111,Total,46.21,53.79,40.91,28.55,15.41,2.79,2003-11-11,2003-11-17,1,2003-11-11,2003-11-11,2003-11-17
20031104,Total,47.27,52.73,40.11,28.37,15.34,2.18,2003-11-04,2003-11-10,1,2003-11-04,2003-11-04,2003-11-10
20031028,Total,46.26,53.74,40.82,29.36,15.27,2.12,2003-10-28,2003-11-03,1,2003-10-28,2003-10-28,2003-11-03
20031021,Total,47.73,52.27,39.05,28.94,14.43,1.7,2003-10-21,2003-10-27,1,2003-10-21,2003-10-21,2003-10-27
20031014,Total,49.33,50.67,38.95,28.57,14.64,1.71,2003-10-14,2003-10-20,1,2003-10-14,2003-10-14,2003-10-20
20031007,Total,50.09,49.91,40.49,28.14,13.99,1.73,2003-10-07,2003-10-13,1,2003-10-07,2003-10-07,2003-10-13
20030930,Total,48.06,51.94,40.51,27.73,14.1,1.75,2003-09-30,2003-10-06,1,2003-09-30,2003-09-30,2003-10-06
20030923,Total,46.88,53.12,42.1,28.31,14.09,1.73,2003-09-23,2003-09-29,1,2003-09-23,2003-09-23,2003-09-29
20030916,Total,47.29,52.71,42.09,28.84,14.35,1.83,2003-09-16,2003-09-22,1,2003-09-16,2003-09-16,2003-09-22
20030909,Total,45.44,54.56,45.44,31.54,15.09,1.85,2003-09-09,2003-09-15,1,2003-09-09,2003-09-09,2003-09-15
20030902,Total,45.79,54.21,43.88,28.79,14.29,1.61,2003-09-02,2003-09-08,1,2003-09-02,2003-09-02,2003-09-08
20030826,Total,43.51,56.49,45.88,31.15,15.77,1.84,2003-08-26,2003-09-01,1,2003-08-26,2003-08-26,2003-09-01
20030819,Total,45.33,54.67,41.47,28.56,14.52,1.77,2003-08-19,2003-08-25,1,2003-08-19,2003-08-19,2003-08-25
20030812,Total,50.21,49.79,40.92,27.2,12.82,1.63,2003-08-12,2003-08-18,1,2003-08-12,2003-08-12,2003-08-18
20030805,Total,51.64,48.36,40.24,25.19,12.47,1.65,2003-08-05,2003-08-11,1,2003-08-05,2003-08-05,2003-08-11
20030729,Total,53.41,46.59,39.44,24.2,12.62,1.8,2003-07-29,2003-08-04,1,2003-07-29,2003-07-29,2003-08-04
20030722,Total,53.05,46.95,32.13,21.82,12.4,1.39,2003-07-22,2003-07-28,1,2003-07-22,2003-07-22,2003-07-28
20030715,Total,51.29,48.71,26.74,19.91,10.45,0.68,2003-07-15,2003-07-21,1,2003-07-15,2003-07-15,2003-07-21
20030708,Total,57.18,42.82,24.76,18.65,9.57,0.68,2003-07-08,2003-07-14,1,2003-07-08,2003-07-08,2003-07-14
20030701,Total,53.93,46.07,25.75,18.21,9.05,0.63,2003-07-01,2003-07-07,1,2003-07-01,2003-07-01,2003-07-07
20030624,Total,50.27,49.73,29.33,18.51,8.95,0.74,2003-06-24,2003-06-30,1,2003-06-24,2003-06-24,2003-06-30
20030617,Total,50.27,49.73,29.71,18.45,9.13,0.84,2003-06-17,2003-06-23,1,2003-06-17,2003-06-17,2003-06-23
20030610,Total,50.02,49.98,32.9,19.99,8.55,0.85,2003-06-10,2003-06-16,1,2003-06-10,2003-06-10,2003-06-16
20030603,Total,48.97,51.03,35.12,20.56,8.46,0.51,2003-06-03,2003-06-09,1,2003-06-03,2003-06-03,2003-06-09
20030527,Total,51.74,48.26,35.13,20.53,8.56,0.5,2003-05-27,2003-06-02,1,2003-05-27,2003-05-27,2003-06-02
20030520,Total,51.13,48.87,35.71,21.3,8.48,0.5,2003-05-20,2003-05-26,1,2003-05-20,2003-05-20,2003-05-26
20030513,Total,50.04,49.96,35.08,17.74,8.67,0.52,2003-05-13,2003-05-19,1,2003-05-13,2003-05-13,2003-05-19
20030506,Total,45.78,54.22,35.82,19.59,9.08,0.22,2003-05-06,2003-05-12,1,2003-05-06,2003-05-06,2003-05-12
20030429,Total,42.38,57.62,36.55,23.63,10.89,0.22,2003-04-29,2003-05-05,1,2003-04-29,2003-04-29,2003-05-05
20030422,Total,46.7,53.3,35.85,22.73,11.99,0.22,2003-04-22,2003-04-28,1,2003-04-22,2003-04-22,2003-04-28
20030415,Total,45.21,54.79,36.32,22.76,12.1,0.19,2003-04-15,2003-04-21,1,2003-04-15,2003-04-15,2003-04-21
20030408,Total,46.7,53.3,35.89,22.71,12.35,0.22,2003-04-08,2003-04-14,1,2003-04-08,2003-04-08,2003-04-14
20030401,Total,44.69,55.31,37.29,24.45,13.03,0.49,2003-04-01,2003-04-07,1,2003-04-01,2003-04-01,2003-04-07
20030325,Total,44.4,55.6,40.11,25.75,14.29,1.02,2003-03-25,2003-03-31,1,2003-03-25,2003-03-25,2003-03-31
20030318,Total,43.14,56.86,40.56,26.47,16.03,1.41,2003-03-18,2003-03-24,1,2003-03-18,2003-03-18,2003-03-24
20030311,Total,45.45,54.55,37.46,27.04,16.13,1.41,2003-03-11,2003-03-17,1,2003-03-11,2003-03-11,2003-03-17
20030304,Total,47.21,52.79,37.46,27.18,16.63,1.67,2003-03-04,2003-03-10,1,2003-03-04,2003-03-04,2003-03-10
20030225,Total,47.61,52.39,36.36,27.14,16.65,1.74,2003-02-25,2003-03-03,1,2003-02-25,2003-02-25,2003-03-03
20030218,Total,48.11,51.89,37.05,26.67,16.81,1.74,2003-02-18,2003-02-24,1,2003-02-18,2003-02-18,2003-02-24
20030211,Total,46.74,53.26,37.9,27.41,17.26,1.93,2003-02-11,2003-02-17,1,2003-02-11,2003-02-11,2003-02-17
20030204,Total,47.94,52.06,37.11,26.75,17.16,1.88,2003-02-04,2003-02-10,1,2003-02-04,2003-02-04,2003-02-10
20030128,Total,48.7,51.3,37.13,27.49,17.43,2.09,2003-01-28,2003-02-03,1,2003-01-28,2003-01-28,2003-02-03
20030121,Total,49.63,50.37,37.02,27.34,17.16,1.97,2003-01-21,2003-01-27,1,2003-01-21,2003-01-21,2003-01-27
20030114,Total,51.48,48.52,36.79,26.89,15.34,2.15,2003-01-14,2003-01-20,1,2003-01-14,2003-01-14,2003-01-20
20030107,Total,51.62,48.38,35.59,26.08,13.62,1.41,2003-01-07,2003-01-13,1,2003-01-07,2003-01-07,2003-01-13
20021231,Total,53.87,46.13,34.47,25.34,11.91,1.07,2002-12-31,2003-01-06,1,2002-12-31,2002-12-31,2003-01-06
20021224,Total,52.59,47.41,35.2,25.61,11.62,1.07,2002-12-24,2002-12-30,1,2002-12-24,2002-12-24,2002-12-30
20021217,Total,51.63,48.37,35.57,25.71,11.61,1.07,2002-12-17,2002-12-23,1,2002-12-17,2002-12-17,2002-12-23
20021210,Total,48.6,51.4,36.59,25.7,11.41,1.05,2002-12-10,2002-12-16,1,2002-12-10,2002-12-10,2002-12-16
20021203,Total,50.67,49.33,35.13,22.22,11.07,0.91,2002-12-03,2002-12-09,1,2002-12-03,2002-12-03,2002-12-09
20021126,Total,50.95,49.05,34.65,21.91,11.31,0.93,2002-11-26,2002-12-02,1,2002-11-26,2002-11-26,2002-12-02
20021119,Total,50.7,49.3,34.99,21.96,11.34,0.96,2002-11-19,2002-11-25,1,2002-11-19,2002-11-19,2002-11-25
20021112,Total,50.54,49.46,35.81,22.2,11.31,0.93,2002-11-12,2002-11-18,1,2002-11-12,2002-11-12,2002-11-18
20021105,Total,49.14,50.86,40.23,25.19,12.32,1.11,2002-11-05,2002-11-11,1,2002-11-05,2002-11-05,2002-11-11
20021029,Total,49.03,50.97,39.11,24.8,12.63,1.13,2002-10-29,2002-11-04,1,2002-10-29,2002-10-29,2002-11-04
20021022,Total,45.96,54.04,40.48,25.38,12.93,1.12,2002-10-22,2002-10-28,1,2002-10-22,2002-10-22,2002-10-28
20021015,Total,43.42,56.58,41.62,26.11,13.25,1.12,2002-10-15,2002-10-21,1,2002-10-15,2002-10-15,2002-10-21
20021008,Total,40.47,59.53,41.94,27.05,14.09,1.75,2002-10-08,2002-10-14,1,2002-10-08,2002-10-08,2002-10-14
20021001,Total,40.73,59.27,40.6,27.89,14.91,2.62,2002-10-01,2002-10-07,1,2002-10-01,2002-10-01,2002-10-07
20020924,Total,43.09,56.91,44.05,29.83,15.7,2.75,2002-09-24,2002-09-30,1,2002-09-24,2002-09-24,2002-09-30
20020917,Total,40.32,59.68,44.7,30.99,16.64,3.24,2002-09-17,2002-09-23,1,2002-09-17,2002-09-17,2002-09-23
20020910,Total,40.62,59.38,45.64,31.78,17.15,4.18,2002-09-10,2002-09-16,1,2002-09-10,2002-09-10,2002-09-16
20020903,Total,39.07,60.93,41.73,30.18,17.9,5.2,2002-09-03,2002-09-09,1,2002-09-03,2002-09-03,2002-09-09
20020827,Total,40.95,59.05,41.2,29.48,19.63,6.19,2002-08-27,2002-09-02,1,2002-08-27,2002-08-27,2002-09-02
20020820,Total,39.13,60.87,40.98,29.34,19.81,6.56,2002-08-20,2002-08-26,1,2002-08-20,2002-08-20,2002-08-26
20020813,Total,34.39,65.61,42.19,29.53,19.56,6.22,2002-08-13,2002-08-19,1,2002-08-13,2002-08-13,2002-08-19
20020806,Total,34.11,65.89,41.85,29.9,19.4,5.83,2002-08-06,2002-08-12,1,2002-08-06,2002-08-06,2002-08-12
20020730,Total,34.13,65.87,42.15,28.95,18.8,5.1,2002-07-30,2002-08-05,1,2002-07-30,2002-07-30,2002-08-05
20020723,Total,34.92,65.08,43.01,30.0,18.84,5.0,2002-07-23,2002-07-29,1,2002-07-23,2002-07-23,2002-07-29
20020716,Total,40.01,59.99,40.55,28.44,17.81,4.61,2002-07-16,2002-07-22,1,2002-07-16,2002-07-16,2002-07-22
20020709,Total,40.37,59.63,39.93,27.69,17.14,4.6,2002-07-09,2002-07-15,1,2002-07-09,2002-07-09,2002-07-15
20020702,Total,40.93,59.07,40.22,28.96,17.48,4.42,2002-07-02,2002-07-08,1,2002-07-02,2002-07-02,2002-07-08
20020625,Total,41.68,58.32,39.95,27.96,16.64,2.93,2002-06-25,2002-07-01,1,2002-06-25,2002-06-25,2002-07-01
20020618,Total,42.7,57.3,39.23,26.56,14.98,2.07,2002-06-18,2002-06-24,1,2002-06-18,2002-06-18,2002-06-24
20020611,Total,40.93,59.07,37.77,25.36,13.94,1.73,2002-06-11,2002-06-17,1,2002-06-11,2002-06-11,2002-06-17
20020604,Total,39.99,60.01,37.23,25.07,14.08,2.26,2002-06-04,2002-06-10,1,2002-06-04,2002-06-04,2002-06-10
20020528,Total,45.99,54.01,38.02,25.83,14.72,2.28,2002-05-28,2002-06-03,1,2002-05-28,2002-05-28,2002-06-03
20020521,Total,47.59,52.41,37.04,25.4,14.1,0.51,2002-05-21,2002-05-27,1,2002-05-21,2002-05-21,2002-05-27
20020514,Total,46.09,53.91,39.07,26.19,13.73,0.54,2002-05-14,2002-05-20,1,2002-05-14,2002-05-14,2002-05-20
20020507,Total,44.27,55.73,36.73,26.47,9.53,0.51,2002-05-07,2002-05-13,1,2002-05-07,2002-05-07,2002-05-13
20020430,Total,46.16,53.84,35.84,25.89,9.98,0.23,2002-04-30,2002-05-06,1,2002-04-30,2002-04-30,2002-05-06
20020423,Total,45.12,54.88,36.06,24.9,7.83,0.0,2002-04-23,2002-04-29,1,2002-04-23,2002-04-23,2002-04-29
20020416,Total,45.91,54.09,36.1,22.92,5.64,0.0,2002-04-16,2002-04-22,1,2002-04-16,2002-04-16,2002-04-22
20020409,Total,45.28,54.72,35.58,21.53,4.68,0.0,2002-04-09,2002-04-15,1,2002-04-09,2002-04-09,2002-04-15
20020402,Total,44.2,55.8,34.44,20.42,4.37,0.0,2002-04-02,2002-04-08,1,2002-04-02,2002-04-02,2002-04-08
20020326,Total,42.51,57.49,34.66,19.52,5.37,0.0,2002-03-26,2002-04-01,1,2002-03-26,2002-03-26,2002-04-01
20020319,Total,42.55,57.45,34.08,16.78,5.53,0.0,2002-03-19,2002-03-25,1,2002-03-19,2002-03-19,2002-03-25
20020312,Total,41.19,58.81,36.71,18.01,5.65,0.0,2002-03-12,2002-03-18,1,2002-03-12,2002-03-12,2002-03-18
20020305,Total,46.85,53.15,30.53,15.17,4.73,0.0,2002-03-05,2002-03-11,1,2002-03-05,2002-03-05,2002-03-11
20020226,Total,46.61,53.39,30.27,15.13,4.81,0.0,2002-02-26,2002-03-04,1,2002-02-26,2002-02-26,2002-03-04
20020219,Total,49.28,50.72,29.58,14.01,4.71,0.0,2002-02-19,2002-02-25,1,2002-02-19,2002-02-19,2002-02-25
20020212,Total,50.97,49.03,28.25,13.85,4.41,0.0,2002-02-12,2002-02-18,1,2002-02-12,2002-02-12,2002-02-18
20020205,Total,51.82,48.18,26.82,13.8,4.61,0.0,2002-02-05,2002-02-11,1,2002-02-05,2002-02-05,2002-02-11
20020129,Total,52.12,47.88,27.05,13.95,4.43,0.0,2002-01-29,2002-02-04,1,2002-01-29,2002-01-29,2002-02-04
20020122,Total,52.81,47.19,27.55,14.84,4.72,0.0,2002-01-22,2002-01-28,1,2002-01-22,2002-01-22,2002-01-28
20020115,Total,52.93,47.07,28.13,15.26,4.82,0.0,2002-01-15,2002-01-21,1,2002-01-15,2002-01-15,2002-01-21
20020108,Total,54.46,45.54,29.01,16.94,5.27,0.0,2002-01-08,2002-01-14,1,2002-01-08,2002-01-08,2002-01-14
20020101,Total,55.28,44.72,30.63,18.98,7.31,0.0,2002-01-01,2002-01-07,1,2002-01-01,2002-01-01,2002-01-07
20011225,Total,55.39,44.61,30.39,18.88,6.79,0.0,2001-12-25,2001-12-31,1,2001-12-25,2001-12-25,2001-12-31
20011218,Total,55.47,44.53,30.89,19.24,7.22,0.0,2001-12-18,2001-12-24,1,2001-12-18,2001-12-18,2001-12-24
20011211,Total,54.54,45.46,31.03,18.3,7.26,0.0,2001-12-11,2001-12-17,1,2001-12-11,2001-12-11,2001-12-17
20011204,Total,53.23,46.77,32.33,19.79,7.87,0.0,2001-12-04,2001-12-10,1,2001-12-04,2001-12-04,2001-12-10
20011127,Total,52.79,47.21,31.75,19.99,9.13,0.0,2001-11-27,2001-12-03,1,2001-11-27,2001-11-27,2001-12-03
20011120,Total,48.93,51.07,32.76,20.55,9.25,0.0,2001-11-20,2001-11-26,1,2001-11-20,2001-11-20,2001-11-26
20011113,Total,48.74,51.26,32.74,19.35,9.54,0.0,2001-11-13,2001-11-19,1,2001-11-13,2001-11-13,2001-11-19
20011106,Total,51.46,48.54,31.16,18.65,9.54,0.0,2001-11-06,2001-11-12,1,2001-11-06,2001-11-06,2001-11-12
20011030,Total,53.64,46.36,29.86,17.47,8.33,0.0,2001-10-30,2001-11-05,1,2001-10-30,2001-10-30,2001-11-05
20011023,Total,56.51,43.49,26.29,16.48,8.36,0.0,2001-10-23,2001-10-29,1,2001-10-23,2001-10-23,2001-10-29
20011016,Total,61.31,38.69,23.97,16.01,8.36,0.0,2001-10-16,2001-10-22,1,2001-10-16,2001-10-16,2001-10-22
20011009,Total,60.29,39.71,24.41,15.84,8.36,0.0,2001-10-09,2001-10-15,1,2001-10-09,2001-10-09,2001-10-15
20011002,Total,62.99,37.01,23.64,15.84,8.06,0.0,2001-10-02,2001-10-08,1,2001-10-02,2001-10-02,2001-10-08
20010925,Total,63.35,36.65,23.78,16.54,7.84,0.0,2001-09-25,2001-10-01,1,2001-09-25,2001-09-25,2001-10-01
20010918,Total,59.46,40.54,24.78,16.66,7.83,0.0,2001-09-18,2001-09-24,1,2001-09-18,2001-09-18,2001-09-24
20010911,Total,57.43,42.57,25.16,16.66,7.83,0.0,2001-09-11,2001-09-17,1,2001-09-11,2001-09-11,2001-09-17
20010904,Total,57.91,42.09,23.9,15.81,7.43,0.0,2001-09-04,2001-09-10,1,2001-09-04,2001-09-04,2001-09-10
20010828,Total,60.22,39.78,25.47,16.68,7.11,0.0,2001-08-28,2001-09-03,1,2001-08-28,2001-08-28,2001-09-03
20010821,Total,61.49,38.51,25.92,16.05,6.0,0.0,2001-08-21,2001-08-27,1,2001-08-21,2001-08-21,2001-08-27
20010814,Total,59.05,40.95,25.88,15.55,4.18,0.0,2001-08-14,2001-08-20,1,2001-08-14,2001-08-14,2001-08-20
20010807,Total,56.94,43.06,26.0,15.44,4.37,0.0,2001-08-07,2001-08-13,1,2001-08-07,2001-08-07,2001-08-13
20010731,Total,55.8,44.2,25.95,14.86,4.37,0.0,2001-07-31,2001-08-06,1,2001-07-31,2001-07-31,2001-08-06
20010724,Total,55.38,44.62,23.17,14.24,2.95,0.0,2001-07-24,2001-07-30,1,2001-07-24,2001-07-24,2001-07-30
20010717,Total,58.59,41.41,21.95,14.81,2.97,0.0,2001-07-17,2001-07-23,1,2001-07-17,2001-07-17,2001-07-23
20010710,Total,63.86,36.14,21.62,14.03,3.17,0.0,2001-07-10,2001-07-16,1,2001-07-10,2001-07-10,2001-07-16
20010703,Total,59.65,40.35,22.56,14.89,3.35,0.0,2001-07-03,2001-07-09,1,2001-07-03,2001-07-03,2001-07-09
20010626,Total,62.01,37.99,21.86,13.7,1.66,0.0,2001-06-26,2001-07-02,1,2001-06-26,2001-06-26,2001-07-02
20010619,Total,64.11,35.89,20.52,12.13,1.61,0.0,2001-06-19,2001-06-25,1,2001-06-19,2001-06-19,2001-06-25
20010612,Total,68.35,31.65,21.28,10.63,1.7,0.08,2001-06-12,2001-06-18,1,2001-06-12,2001-06-12,2001-06-18
20010605,Total,66.75,33.25,22.62,10.98,1.96,0.33,2001-06-05,2001-06-11,1,2001-06-05,2001-06-05,2001-06-11
20010529,Total,62.43,37.57,25.26,11.36,2.05,0.41,2001-05-29,2001-06-04,1,2001-05-29,2001-05-29,2001-06-04
20010522,Total,61.28,38.72,26.73,11.17,2.15,0.41,2001-05-22,2001-05-28,1,2001-05-22,2001-05-22,2001-05-28
20010515,Total,59.35,40.65,26.7,12.82,2.34,0.38,2001-05-15,2001-05-21,1,2001-05-15,2001-05-15,2001-05-21
20010508,Total,60.26,39.74,23.89,11.03,1.66,0.22,2001-05-08,2001-05-14,1,2001-05-08,2001-05-08,2001-05-14
20010501,Total,69.08,30.92,20.9,8.73,1.29,0.22,2001-05-01,2001-05-07,1,2001-05-01,2001-05-01,2001-05-07
20010424,Total,70.52,29.48,18.55,8.63,1.29,0.22,2001-04-24,2001-04-30,1,2001-04-24,2001-04-24,2001-04-30
20010417,Total,70.65,29.35,17.9,8.53,1.29,0.22,2001-04-17,2001-04-23,1,2001-04-17,2001-04-17,2001-04-23
20010410,Total,70.26,29.74,17.78,8.48,1.2,0.17,2001-04-10,2001-04-16,1,2001-04-10,2001-04-10,2001-04-16
20010403,Total,68.05,31.95,17.26,8.47,1.2,0.15,2001-04-03,2001-04-09,1,2001-04-03,2001-04-03,2001-04-09
20010327,Total,68.45,31.55,17.76,8.33,1.23,0.54,2001-03-27,2001-04-02,1,2001-03-27,2001-03-27,2001-04-02
20010320,Total,71.39,28.61,18.04,8.33,1.27,0.57,2001-03-20,2001-03-26,1,2001-03-20,2001-03-20,2001-03-26
20010313,Total,71.45,28.55,17.7,7.91,1.33,0.59,2001-03-13,2001-03-19,1,2001-03-13,2001-03-13,2001-03-19
20010306,Total,72.05,27.95,17.88,4.61,1.39,0.59,2001-03-06,2001-03-12,1,2001-03-06,2001-03-06,2001-03-12
20010227,Total,70.78,29.22,18.22,4.76,1.45,0.61,2001-02-27,2001-03-05,1,2001-02-27,2001-02-27,2001-03-05
20010220,Total,71.05,28.95,18.26,4.75,1.44,0.53,2001-02-20,2001-02-26,1,2001-02-20,2001-02-20,2001-02-26
20010213,Total,68.75,31.25,18.67,4.72,1.35,0.51,2001-02-13,2001-02-19,1,2001-02-13,2001-02-13,2001-02-19
20010206,Total,67.59,32.41,10.15,4.57,0.86,0.28,2001-02-06,2001-02-12,1,2001-02-06,2001-02-06,2001-02-12
20010130,Total,67.34,32.66,9.92,4.19,0.74,0.29,2001-01-30,2001-02-05,1,2001-01-30,2001-01-30,2001-02-05
20010123,Total,63.51,36.49,10.87,4.78,0.81,0.29,2001-01-23,2001-01-29,1,2001-01-23,2001-01-23,2001-01-29
20010116,Total,74.71,25.29,12.07,5.13,1.29,0.28,2001-01-16,2001-01-22,1,2001-01-16,2001-01-16,2001-01-22
20010109,Total,73.35,26.65,11.96,5.46,1.19,0.28,2001-01-09,2001-01-15,1,2001-01-09,2001-01-09,2001-01-15
20010102,Total,75.53,24.47,11.65,5.14,0.8,0.28,2001-01-02,2001-01-08,1,2001-01-02,2001-01-02,2001-01-08
20001226,Total,76.73,23.27,12.05,6.28,0.8,0.3,2000-12-26,2001-01-01,1,2000-12-26,2000-12-26,2001-01-01
20001219,Total,75.39,24.61,12.82,6.29,0.74,0.25,2000-12-19,2000-12-25,1,2000-12-19,2000-12-19,2000-12-25
20001212,Total,72.21,27.79,14.26,7.76,0.92,0.21,2000-12-12,2000-12-18,1,2000-12-12,2000-12-12,2000-12-18
20001205,Total,71.61,28.39,14.02,7.57,0.68,0.11,2000-12-05,2000-12-11,1,2000-12-05,2000-12-05,2000-12-11
