CBSA,CBSA Code,date,OT,Category,Defining Parameter,Defining Site,Number of Sites Reporting,start_date,end_date
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-03-22,70,Moderate,NO2,36-061-0056,32,1989-03-22,1989-03-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-03-23,77,Moderate,NO2,36-061-0056,48,1989-03-23,1989-03-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-03-24,58,Moderate,CO,36-047-0071,32,1989-03-24,1989-03-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-03-25,69,Moderate,CO,36-061-0082,34,1989-03-25,1989-03-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-03-26,84,Moderate,NO2,34-039-0004,32,1989-03-26,1989-03-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-03-27,119,Unhealthy for Sensitive Groups,Ozone,34-019-0001,34,1989-03-27,1989-03-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-03-28,128,Unhealthy for Sensitive Groups,CO,36-061-0082,33,1989-03-28,1989-03-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-03-29,104,Unhealthy for Sensitive Groups,CO,36-061-0082,50,1989-03-29,1989-03-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-03-30,71,Moderate,CO,36-061-0082,30,1989-03-30,1989-03-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-03-31,75,Moderate,CO,36-047-0071,33,1989-03-31,1989-03-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-01,69,Moderate,CO,36-061-0082,32,1989-04-01,1989-04-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-02,64,Moderate,NO2,36-061-0056,34,1989-04-02,1989-04-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-03,104,Unhealthy for Sensitive Groups,CO,36-061-0082,33,1989-04-03,1989-04-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-04,120,Unhealthy for Sensitive Groups,CO,36-061-0082,47,1989-04-04,1989-04-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-05,104,Unhealthy for Sensitive Groups,NO2,36-061-0056,32,1989-04-05,1989-04-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-06,76,Moderate,CO,36-061-0082,33,1989-04-06,1989-04-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-07,71,Moderate,NO2,34-039-0004,33,1989-04-07,1989-04-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-08,53,Moderate,NO2,36-061-0010,33,1989-04-08,1989-04-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-09,54,Moderate,CO,36-061-0082,32,1989-04-09,1989-04-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-10,64,Moderate,NO2,34-039-0004,48,1989-04-10,1989-04-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-11,62,Moderate,NO2,36-061-0056,32,1989-04-11,1989-04-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-12,112,Unhealthy for Sensitive Groups,NO2,34-039-0004,33,1989-04-12,1989-04-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-13,69,Moderate,NO2,36-061-0056,31,1989-04-13,1989-04-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-14,87,Moderate,Ozone,36-061-0063,31,1989-04-14,1989-04-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-15,87,Moderate,Ozone,36-061-0063,31,1989-04-15,1989-04-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-16,75,Moderate,CO,36-047-0071,46,1989-04-16,1989-04-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-17,103,Unhealthy for Sensitive Groups,NO2,36-061-0056,31,1989-04-17,1989-04-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-18,89,Moderate,NO2,36-059-0005,34,1989-04-18,1989-04-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-19,67,Moderate,NO2,34-039-0004,33,1989-04-19,1989-04-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-20,77,Moderate,NO2,36-061-0056,33,1989-04-20,1989-04-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-21,89,Moderate,NO2,36-061-0056,33,1989-04-21,1989-04-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-22,62,Moderate,CO,36-061-0082,50,1989-04-22,1989-04-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-23,59,Moderate,CO,36-061-0082,32,1989-04-23,1989-04-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-24,64,Moderate,NO2,34-039-0004,33,1989-04-24,1989-04-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-25,74,Moderate,CO,36-061-0082,32,1989-04-25,1989-04-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-26,99,Moderate,NO2,36-061-0056,32,1989-04-26,1989-04-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-27,97,Moderate,Ozone,34-027-3001,30,1989-04-27,1989-04-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-28,69,Moderate,NO2,34-013-0011,48,1989-04-28,1989-04-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-29,80,Moderate,CO,36-047-0071,30,1989-04-29,1989-04-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-04-30,91,Moderate,NO2,36-061-0056,30,1989-04-30,1989-04-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-01,104,Unhealthy for Sensitive Groups,NO2,34-013-0011,29,1989-05-01,1989-05-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-02,87,Moderate,NO2,34-039-0004,30,1989-05-02,1989-05-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-03,61,Moderate,NO2,36-061-0056,29,1989-05-03,1989-05-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-04,87,Moderate,Ozone,36-061-0063,50,1989-05-04,1989-05-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-05,82,Moderate,NO2,36-061-0056,29,1989-05-05,1989-05-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-06,80,Moderate,Ozone,36-061-0063,31,1989-05-06,1989-05-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-07,47,Good,NO2,34-039-0004,30,1989-05-07,1989-05-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-08,57,Moderate,CO,36-061-0082,31,1989-05-08,1989-05-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-09,116,Unhealthy for Sensitive Groups,NO2,34-039-0004,30,1989-05-09,1989-05-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-10,74,Moderate,CO,36-047-0071,48,1989-05-10,1989-05-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-11,72,Moderate,CO,36-047-0071,30,1989-05-11,1989-05-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-12,64,Moderate,CO,36-061-0082,31,1989-05-12,1989-05-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-13,87,Moderate,Ozone,36-061-0063,31,1989-05-13,1989-05-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-14,103,Unhealthy for Sensitive Groups,NO2,34-039-0004,32,1989-05-14,1989-05-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-15,90,Moderate,Ozone,34-027-3001,30,1989-05-15,1989-05-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-16,103,Unhealthy for Sensitive Groups,NO2,34-039-0004,50,1989-05-16,1989-05-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-17,112,Unhealthy for Sensitive Groups,Ozone,34-027-3001,31,1989-05-17,1989-05-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-18,147,Unhealthy for Sensitive Groups,Ozone,36-061-0063,31,1989-05-18,1989-05-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-19,136,Unhealthy for Sensitive Groups,Ozone,34-027-3001,32,1989-05-19,1989-05-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-20,209,Very Unhealthy,Ozone,36-061-0063,34,1989-05-20,1989-05-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-21,101,Unhealthy for Sensitive Groups,Ozone,36-061-0063,33,1989-05-21,1989-05-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-22,129,Unhealthy for Sensitive Groups,Ozone,36-061-0063,53,1989-05-22,1989-05-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-23,112,Unhealthy for Sensitive Groups,Ozone,34-025-0005,33,1989-05-23,1989-05-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-24,90,Moderate,NO2,34-039-0004,35,1989-05-24,1989-05-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-25,174,Unhealthy,Ozone,34-027-3001,34,1989-05-25,1989-05-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-26,150,Unhealthy for Sensitive Groups,Ozone,36-061-0063,35,1989-05-26,1989-05-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-27,104,Unhealthy for Sensitive Groups,NO2,34-039-0004,34,1989-05-27,1989-05-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-28,57,Moderate,NO2,34-039-0004,52,1989-05-28,1989-05-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-29,126,Unhealthy for Sensitive Groups,Ozone,36-061-0063,34,1989-05-29,1989-05-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-30,136,Unhealthy for Sensitive Groups,Ozone,34-019-0001,35,1989-05-30,1989-05-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-05-31,105,Unhealthy for Sensitive Groups,NO2,34-039-0004,33,1989-05-31,1989-05-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-01,143,Unhealthy for Sensitive Groups,Ozone,34-025-0005,35,1989-06-01,1989-06-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-02,151,Unhealthy,Ozone,34-025-0005,34,1989-06-02,1989-06-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-03,185,Unhealthy,Ozone,34-025-0005,53,1989-06-03,1989-06-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-04,115,Unhealthy for Sensitive Groups,Ozone,36-061-0063,34,1989-06-04,1989-06-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-05,108,Unhealthy for Sensitive Groups,Ozone,34-025-0005,33,1989-06-05,1989-06-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-06,64,Moderate,CO,36-061-0082,32,1989-06-06,1989-06-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-07,93,Moderate,CO,36-047-0071,35,1989-06-07,1989-06-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-08,133,Unhealthy for Sensitive Groups,Ozone,36-103-0002,34,1989-06-08,1989-06-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-09,83,Moderate,CO,36-047-0071,51,1989-06-09,1989-06-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-10,93,Moderate,Ozone,34-025-0005,33,1989-06-10,1989-06-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-11,57,Moderate,CO,36-061-0082,33,1989-06-11,1989-06-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-12,97,Moderate,Ozone,36-061-0063,32,1989-06-12,1989-06-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-13,105,Unhealthy for Sensitive Groups,NO2,34-039-0004,35,1989-06-13,1989-06-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-14,79,Moderate,CO,36-061-0082,34,1989-06-14,1989-06-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-15,78,Moderate,CO,36-047-0071,52,1989-06-15,1989-06-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-16,100,Moderate,NO2,36-061-0010,32,1989-06-16,1989-06-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-17,84,Moderate,Ozone,36-061-0063,35,1989-06-17,1989-06-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-18,154,Unhealthy,Ozone,36-103-0002,33,1989-06-18,1989-06-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-19,205,Very Unhealthy,Ozone,36-061-0063,34,1989-06-19,1989-06-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-20,187,Unhealthy,Ozone,36-061-0063,32,1989-06-20,1989-06-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-21,83,Moderate,NO2,36-061-0056,52,1989-06-21,1989-06-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-22,73,Moderate,NO2,36-061-0056,33,1989-06-22,1989-06-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-23,103,Unhealthy for Sensitive Groups,NO2,34-039-0004,35,1989-06-23,1989-06-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-24,174,Unhealthy,Ozone,34-019-0001,34,1989-06-24,1989-06-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-25,182,Unhealthy,Ozone,36-061-0063,34,1989-06-25,1989-06-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-26,140,Unhealthy for Sensitive Groups,Ozone,36-103-0002,33,1989-06-26,1989-06-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-27,209,Very Unhealthy,Ozone,36-103-0002,53,1989-06-27,1989-06-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-28,81,Moderate,NO2,36-059-0005,32,1989-06-28,1989-06-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-29,73,Moderate,CO,36-047-0071,35,1989-06-29,1989-06-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-06-30,112,Unhealthy for Sensitive Groups,Ozone,34-017-0006,34,1989-06-30,1989-06-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-01,197,Unhealthy,Ozone,34-017-0006,34,1989-07-01,1989-07-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-02,213,Very Unhealthy,Ozone,34-025-0005,31,1989-07-02,1989-07-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-03,220,Very Unhealthy,Ozone,34-017-0006,52,1989-07-03,1989-07-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-04,179,Unhealthy,Ozone,34-027-3001,34,1989-07-04,1989-07-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-05,116,Unhealthy for Sensitive Groups,CO,36-047-0071,26,1989-07-05,1989-07-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-06,105,Unhealthy for Sensitive Groups,NO2,36-061-0056,30,1989-07-06,1989-07-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-07,179,Unhealthy,Ozone,36-103-0002,35,1989-07-07,1989-07-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-08,68,Moderate,CO,36-061-0082,34,1989-07-08,1989-07-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-09,195,Unhealthy,Ozone,34-023-0006,51,1989-07-09,1989-07-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-10,200,Unhealthy,Ozone,34-025-0005,34,1989-07-10,1989-07-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-11,101,Unhealthy for Sensitive Groups,Ozone,36-081-0004,35,1989-07-11,1989-07-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-12,89,Moderate,NO2,36-061-0056,33,1989-07-12,1989-07-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-13,94,Moderate,CO,36-061-0082,33,1989-07-13,1989-07-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-14,101,Unhealthy for Sensitive Groups,Ozone,34-025-0005,32,1989-07-14,1989-07-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-15,151,Unhealthy,Ozone,34-025-0005,54,1989-07-15,1989-07-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-16,126,Unhealthy for Sensitive Groups,Ozone,36-061-0063,33,1989-07-16,1989-07-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-17,115,Unhealthy for Sensitive Groups,Ozone,34-025-0005,33,1989-07-17,1989-07-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-18,161,Unhealthy,Ozone,34-027-3001,33,1989-07-18,1989-07-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-19,201,Very Unhealthy,Ozone,34-019-0001,33,1989-07-19,1989-07-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-20,109,Unhealthy for Sensitive Groups,CO,36-061-0082,34,1989-07-20,1989-07-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-21,93,Moderate,Ozone,34-025-0005,54,1989-07-21,1989-07-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-22,84,Moderate,Ozone,36-061-0063,34,1989-07-22,1989-07-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-23,207,Very Unhealthy,Ozone,34-025-0005,35,1989-07-23,1989-07-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-24,172,Unhealthy,Ozone,36-061-0063,33,1989-07-24,1989-07-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-25,203,Very Unhealthy,Ozone,34-023-0006,35,1989-07-25,1989-07-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-26,205,Very Unhealthy,Ozone,34-025-0005,34,1989-07-26,1989-07-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-27,204,Very Unhealthy,Ozone,34-023-0006,52,1989-07-27,1989-07-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-28,78,Moderate,CO,36-061-0082,34,1989-07-28,1989-07-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-29,108,Unhealthy for Sensitive Groups,Ozone,34-025-0005,34,1989-07-29,1989-07-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-30,80,Moderate,Ozone,34-025-0005,32,1989-07-30,1989-07-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-07-31,77,Moderate,CO,36-061-0056,34,1989-07-31,1989-07-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-01,77,Moderate,Ozone,34-027-3001,32,1989-08-01,1989-08-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-02,140,Unhealthy for Sensitive Groups,Ozone,36-061-0063,52,1989-08-02,1989-08-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-03,161,Unhealthy,Ozone,36-061-0063,33,1989-08-03,1989-08-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-04,204,Very Unhealthy,Ozone,36-103-0002,34,1989-08-04,1989-08-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-05,84,Moderate,Ozone,34-023-0006,33,1989-08-05,1989-08-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-06,202,Very Unhealthy,Ozone,34-023-0006,33,1989-08-06,1989-08-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-07,83,Moderate,CO,36-061-0082,32,1989-08-07,1989-08-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-08,62,Moderate,CO,36-061-0082,50,1989-08-08,1989-08-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-09,93,Moderate,Ozone,34-025-0005,31,1989-08-09,1989-08-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-10,136,Unhealthy for Sensitive Groups,Ozone,34-019-0001,31,1989-08-10,1989-08-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-11,79,Moderate,CO,36-047-0071,31,1989-08-11,1989-08-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-12,90,Moderate,CO,36-061-0082,31,1989-08-12,1989-08-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-13,70,Moderate,CO,36-061-0082,29,1989-08-13,1989-08-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-14,133,Unhealthy for Sensitive Groups,Ozone,34-019-0001,48,1989-08-14,1989-08-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-15,103,Unhealthy for Sensitive Groups,NO2,34-013-0011,32,1989-08-15,1989-08-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-16,161,Unhealthy,Ozone,36-061-0063,33,1989-08-16,1989-08-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-17,112,Unhealthy for Sensitive Groups,Ozone,34-025-0005,32,1989-08-17,1989-08-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-18,83,Moderate,CO,36-047-0071,33,1989-08-18,1989-08-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-19,79,Moderate,CO,36-047-0071,33,1989-08-19,1989-08-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-20,126,Unhealthy for Sensitive Groups,Ozone,36-061-0063,54,1989-08-20,1989-08-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-21,129,Unhealthy for Sensitive Groups,Ozone,36-061-0063,32,1989-08-21,1989-08-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-22,140,Unhealthy for Sensitive Groups,CO,36-061-0082,32,1989-08-22,1989-08-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-23,90,Moderate,Ozone,34-019-0001,31,1989-08-23,1989-08-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-24,128,Unhealthy for Sensitive Groups,CO,36-061-0082,32,1989-08-24,1989-08-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-25,113,Unhealthy for Sensitive Groups,CO,36-061-0082,33,1989-08-25,1989-08-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-26,129,Unhealthy for Sensitive Groups,Ozone,34-025-0005,52,1989-08-26,1989-08-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-27,105,Unhealthy for Sensitive Groups,Ozone,36-061-0063,29,1989-08-27,1989-08-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-28,119,Unhealthy for Sensitive Groups,Ozone,36-061-0063,25,1989-08-28,1989-08-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-29,121,Unhealthy for Sensitive Groups,CO,36-061-0082,29,1989-08-29,1989-08-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-30,111,Unhealthy for Sensitive Groups,CO,36-061-0082,26,1989-08-30,1989-08-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-08-31,57,Moderate,NO2,36-059-0005,22,1989-08-31,1989-08-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-01,133,Unhealthy for Sensitive Groups,Ozone,34-027-3001,49,1989-09-01,1989-09-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-02,42,Good,Ozone,34-025-0005,23,1989-09-02,1989-09-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-03,72,Moderate,CO,36-061-0082,28,1989-09-03,1989-09-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-04,80,Moderate,CO,36-061-0082,27,1989-09-04,1989-09-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-05,101,Unhealthy for Sensitive Groups,CO,36-061-0082,32,1989-09-05,1989-09-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-06,97,Moderate,CO,36-061-0082,33,1989-09-06,1989-09-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-07,174,Unhealthy,Ozone,34-019-0001,54,1989-09-07,1989-09-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-08,169,Unhealthy,Ozone,34-019-0001,33,1989-09-08,1989-09-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-09,212,Very Unhealthy,Ozone,36-061-0063,34,1989-09-09,1989-09-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-10,207,Very Unhealthy,Ozone,36-103-0002,33,1989-09-10,1989-09-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-11,204,Very Unhealthy,Ozone,34-025-0005,34,1989-09-11,1989-09-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-12,77,Moderate,CO,36-047-0071,32,1989-09-12,1989-09-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-13,115,Unhealthy for Sensitive Groups,Ozone,36-061-0063,52,1989-09-13,1989-09-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-14,115,Unhealthy for Sensitive Groups,Ozone,36-061-0063,33,1989-09-14,1989-09-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-15,87,Moderate,CO,36-047-0071,34,1989-09-15,1989-09-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-16,72,Moderate,CO,36-047-0071,32,1989-09-16,1989-09-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-17,66,Moderate,CO,36-047-0071,32,1989-09-17,1989-09-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-18,79,Moderate,CO,36-047-0071,33,1989-09-18,1989-09-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-19,73,Moderate,CO,36-061-0082,52,1989-09-19,1989-09-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-20,97,Moderate,CO,36-061-0082,32,1989-09-20,1989-09-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-21,98,Moderate,CO,36-061-0082,32,1989-09-21,1989-09-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-22,73,Moderate,CO,36-061-0082,32,1989-09-22,1989-09-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-23,68,Moderate,CO,36-061-0082,34,1989-09-23,1989-09-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-24,52,Moderate,CO,36-061-0082,33,1989-09-24,1989-09-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1989-09-25,65,Moderate,CO,36-047-0071,51,1989-09-25,1989-09-25
